X,Y,UsoVegetacaoIBGE_tif,altitude_br_tif,declividade_br_tif,density3_br_tif,ModisGPP_MOD17A2_2010_rec_tif,ModisNPP_MOD17A3_2010_rec_tif,ModisVCF_MOD44B_2010_rec_tif,sa2001tree_br_tif,UsoAntropicoIBGE_tif
-50.57683999,-7.767880176,5,412.28,170073.91,10.54,159,13762,14,55,7
-56.80992399,-8.334524176,36,427.72,105269.8,24.3,534,24625,31,82,1
-48.45192499,-5.776293176,25,166.65,49820.69,12.53,59,13542,6,19,1
-52.14344399,-8.576181176,16,341.77,715058.38,15.01,679,24516,77,88,1
-56.92658599,-5.401308176,2,109.15,272507.5,22.87,596,24992,75,71,1
-55.73496699,-6.592927176,16,267.6,70297.6,17.79,637,24326,81,72,1
-48.90190699,-2.509757176,18,45.23,30840.85,13.94,659,24166,69,52,1
-53.65171699,0.115137824,16,307.74,792501.31,10.9,335,26199,78,84,1
-55.08499299,-0.826491176,2,326.7,130879.8,11.88,605,26736,82,83,1
-54.01836899,-1.926447176,11,6.08,6157.84,23.47,630,26642,57,70,1
-56.25994599,-4.426347176,5,13.97,167759,33.8,60,14820,58,83,1
-49.09356599,-6.434600176,5,197.92,109502.9,13.71,192,16000,6,11,7
-54.95999799,-3.959699176,2,163.98,137433.2,26.69,325,24975,59,76,1
-48.19360199,-4.601340176,5,172.1,41576.91,18.94,365,17981,62,24,7
-52.27677199,-4.143025176,16,201.9,108064.4,18.74,37,20354,81,65,1
-51.02682199,-5.959619176,2,424.71,612655.88,24.42,684,24912,63,74,1
-57.21824099,-6.651258176,2,164.46,129589.8,24.47,624,25927,80,83,1
-50.70183499,-6.601260176,13,301.56,237281.09,13.24,701,23850,73,77,1
-54.69334199,1.348421824,2,354.54,85602.23,22.75,375,23063,79,83,1
-57.15990999,-4.484678176,28,59.69,19038.88,19.15,607,26212,77,91,1
-53.96837099,-7.484558176,16,308.13,237009.5,22.97,394,25462,75,77,1
-48.74357999,-4.093027176,2,90.94,154097.8,30.66,615,25274,74,85,1
-57.39323399,-7.851210176,6,140.82,137599.8,20.31,550,24839,79,76,1
-54.95166499,-4.976325176,13,200.3,22902.75,25.79,240,26365,77,81,1
-53.14340399,-3.393055176,5,160,104952,20.09,258,25103,52,63,7
-50.76016599,-5.834624176,2,211.86,150528.3,27.29,725,24943,81,76,1
-48.51858899,-0.276513176,17,7.62,23242.83,7.75,334,23752,28,16,1
-53.72671399,-3.226395176,2,232.53,58370.45,10.6,174,22762,77,87,1
-51.54346799,-2.801412176,28,66.01,17777.87,24.3,323,22713,58,24,1
-50.25185299,-2.009777176,28,19.61,26331.34,20.25,232,23111,63,85,1
-49.61854499,-1.376469176,24,12.16,15030.01,8.03,205,25763,31,85,1
-53.49338999,-5.384642176,2,395.04,451092.09,9.06,613,19360,72,30,1
-55.00166299,-6.684590176,16,267.61,117368.4,11.26,623,20409,62,86,1
-52.75175299,-3.759707176,25,216.09,416176.91,12.95,427,25835,50,30,1
-55.97662399,-3.793039176,28,151.56,82567.12,24.24,325,23403,75,64,1
-51.76012599,-7.109573176,13,253.33,119706.3,14.9,365,23990,75,64,1
-53.26006599,-0.968152176,16,62.9,102098,23.03,566,26033,74,85,1
-54.31835699,-5.942953176,16,247.02,50550.67,23.12,35,23973,76,77,1
-53.68504899,-3.268060176,2,246.04,59425.11,7.88,621,24823,62,82,1
-47.03531499,-2.076441176,5,53.52,51817.8,15.89,239,15528,13,29,7
-47.96027799,-4.434680176,5,291.71,109739.4,12.51,279,13392,25,21,7
-50.82682999,-4.942993176,2,214.41,58851.62,14.05,574,24746,66,33,1
-51.28514499,-9.276153176,16,378.58,88047.71,14.02,683,23850,17,76,1
-52.19344199,-3.226395176,6,88.63,16144.07,28.62,347,22133,23,51,1
-56.46827099,-1.784786176,28,97.54,256014.5,17.16,514,26912,83,89,1
-52.76008599,-8.176197176,16,286.55,268013,26.79,676,25001,76,79,1
-53.75171299,0.898439824,2,436.22,197867.41,9.62,435,24089,79,80,1
-51.04348799,-2.968072176,28,80.95,16342.9,24.34,126,22944,59,72,1
-58.38486099,1.140096824,2,434.19,251552.8,14.58,315,26833,78,88,1
-50.16852299,-3.868036176,25,95.95,70976.88,16.99,48,24988,10,64,1
-50.52684199,-3.426387176,25,92.37,132537.3,15.57,597,25458,65,59,1
-56.91825299,-4.751334176,2,120.94,283938.31,13.39,610,26188,75,83,1
-52.90174699,-5.517970176,2,251.69,30779.23,9.8,537,24385,75,35,1
-53.27673199,-7.517890176,16,300.6,279018.09,23.71,638,25063,79,79,1
-56.18494899,-9.217822176,16,248.09,122687.5,24.71,408,24610,80,81,1
-57.61822499,-8.492851176,13,153.13,138267.5,23.73,468,24361,71,79,1
-53.93503899,-7.409561176,16,267.84,81240.3,24,618,24444,79,76,1
-56.71826099,-5.792959176,2,200.82,282595.31,12.4,580,24423,81,79,1
-56.22661399,-5.376309176,16,106.09,40544.32,22.94,623,26329,66,83,1
-46.93531899,-1.309805176,5,23.91,79279.09,18.73,636,24578,36,25,6
-54.56834699,-8.826171176,2,330.98,275920.19,17.55,696,24515,79,97,1
-52.64342399,-1.368136176,28,45.6,113688.1,16.79,102,22746,83,58,1
-55.89329399,-5.251314176,2,176.62,113258.1,16.82,635,22802,64,31,1
-58.25153299,0.965103824,1,335.14,354717.59,21.31,581,28131,77,77,1
-54.47668399,-4.593007176,13,183.64,90380.59,21.08,555,25897,57,71,1
-52.75175299,-6.901248176,2,339.52,209302.3,22.1,576,23755,63,58,1
-46.51033599,-1.926447176,5,58.53,18462.75,14.38,548,24549,51,78,7
-55.10999199,-5.526303176,2,322.12,326446.19,18.64,655,25234,64,83,1
-50.98515699,-5.276313176,2,199.8,70318.28,27.6,288,24146,64,78,1
-56.31827699,1.598411824,2,340.76,28522.74,30.35,581,25052,64,87,1
-53.26839899,-7.817878176,16,265.91,13781.84,27.07,665,25158,65,59,1
-56.19328199,0.098471824,2,218.05,51102.1,26.67,295,26033,78,84,1
-53.70171499,-5.134652176,2,201.4,101093.8,19.09,256,23850,76,19,1
-50.41851299,-6.709589176,5,299.36,108070.4,19.6,364,21885,62,16,6
-50.56850699,-2.943073176,28,79.61,28505.28,25.43,174,24083,63,89,1
-49.79353799,-6.467932176,5,236.81,83469.98,18.66,273,18554,19,17,7
-53.42672599,-4.917994176,16,194.71,25111.93,16.68,650,26259,65,83,1
-55.09332599,-7.242901176,5,278.7,263214.81,17.65,657,25418,78,78,6
-52.04344799,-6.076281176,2,273.52,127724.5,16.12,271,24012,62,70,1
-48.88524099,-6.042949176,5,167.45,57121.3,19.91,163,13934,14,15,7
-57.01824899,-5.476305176,2,110.88,91368.26,19.33,312,22825,83,82,1
-56.75159299,-5.601300176,2,116.09,342753.91,21.37,389,22839,76,80,1
-54.48501699,-4.151358176,2,379.77,196078.7,16.8,571,24495,62,80,1
-49.27689199,-2.968072176,28,56.43,36122.08,17.03,627,25366,57,88,1
-54.57667999,-3.526383176,28,150.26,198083.7,26.73,35,26500,79,82,1
-50.16852299,-9.134492176,34,202.74,71670.25,14.83,722,16671,8,78,1
-54.95166499,-1.684790176,6,23.18,65395.26,27.88,635,26650,78,57,1
-51.16014999,-1.693123176,5,30.97,13171.63,18.09,561,23549,78,77,3
-56.19328199,-5.601300176,16,125.08,61596.77,28.87,36,22637,82,82,1
-49.97686399,-2.776413176,28,35.22,67174.57,19.83,624,24502,52,88,1
-56.87658799,0.548453824,2,241.73,104335.8,24.29,445,25483,83,85,1
-54.86000199,-0.718162176,2,444.7,254093.2,21.79,544,26184,82,87,1
-51.11015199,-9.701136176,5,247.65,154601.7,17.88,410,15578,15,60,7
-49.06023399,-5.234648176,5,100.49,23068.74,23.75,110,14120,22,25,7
-48.76857899,-0.318178176,19,2.38,4090.89,18.87,319,14716,17,3,1
-53.40172699,-3.309725176,28,121.84,151274.2,19.67,203,22294,79,62,1
-53.90170699,-5.609633176,2,318.28,24022.07,12.81,652,20011,59,79,1
-54.74333999,-9.184490176,2,626.8,333715,6.53,340,21847,51,87,1
-56.01828899,-9.301152176,16,286.46,59411.38,15.87,350,16276,14,18,1
-56.05162099,-7.601220176,16,325.4,180163.2,10.48,686,24951,80,86,1
-57.41823299,-8.584514176,13,162.69,73978.94,16.78,559,25686,82,80,1
-51.92678599,-9.259487176,6,289.17,492468,20.75,568,24494,75,79,1
-57.22657399,-7.384562176,13,235.15,43950.16,27.19,624,26036,80,78,1
-50.11019199,-6.451266176,5,247.28,45708.45,24,230,16846,17,22,6
-47.52696199,-0.901488176,5,19,30645.67,12.4,667,25131,53,29,2
-54.90166699,-2.718082176,5,156.77,68432.55,15.87,562,25925,79,81,2
-55.59330599,-4.609673176,2,239.16,214310.41,19.31,665,21213,77,80,1
-57.04324799,-6.084614176,2,173.14,175286.5,16.41,556,26165,77,81,1
-53.29339799,-8.867836176,16,298.44,121769.2,21.44,616,24415,79,78,1
-53.57671999,0.231799824,2,202.62,24437.27,26.74,688,25697,66,63,1
-53.96837099,-3.901368176,2,220.76,298146.41,11.9,379,23544,15,76,1
-55.06832699,-0.968152176,2,280.25,118559.7,19.91,625,25888,76,91,1
-54.78500499,-1.676457176,5,55.18,30493.86,11.28,256,18913,29,61,7
-53.89337399,-4.409681176,13,175.82,32066.59,27.71,663,26776,19,74,1
-56.48493699,-0.834824176,2,150.49,54138.73,13.12,440,25553,80,84,1
-51.36014199,-2.551422176,28,58.71,26712.59,26.4,73,22020,60,85,1
-48.21860099,-3.768040176,5,102.17,116314.5,21.16,372,15248,10,67,7
-50.57683999,-8.609513176,16,222.35,28057.14,19.02,126,16114,12,9,1
-49.64354399,-1.976445176,24,17.45,15911.81,14.66,636,23591,77,77,1
-56.98491699,-1.218142176,2,29.76,79597.72,31.97,439,27961,73,70,1
-47.05198099,-3.359723176,5,81.03,118283.6,22.46,252,19388,51,8,7
-47.35196899,-3.676377176,33,96.8,104063.1,25.38,533,21168,13,66,1
-57.11824499,-1.326471176,28,39.28,78759.64,21.36,446,27781,71,87,1
-50.43517899,-0.968152176,6,24.55,27614.51,19.21,693,24486,75,54,1
-55.02666199,-4.393015176,2,307.3,303829.19,27.44,557,22511,65,65,1
-56.98491699,-0.443173176,2,116.02,79289.88,24.73,495,25872,55,82,1
-50.81016399,-8.484518176,16,286.13,194632.41,19.23,472,19619,10,12,1
-55.48497699,-3.201396176,28,103.89,72658.41,12.48,123,24300,61,89,1
-56.35994199,-0.593167176,2,199.02,98446.16,18.69,583,23654,84,79,1
-55.43497899,-2.484758176,28,75.72,127127.7,9.93,493,24929,62,31,1
-57.07657999,-4.151358176,28,89.78,12283.19,19.76,296,25302,79,75,1
-53.92670599,-5.059655176,16,195.4,67878.75,16.9,471,25856,65,67,1
-49.94353199,-5.184650176,2,160.12,41231.48,17.88,639,19597,16,23,1
-55.84329599,2.240052824,4,425.69,909463.88,19.02,198,9535,14,6,1
-56.25994599,0.856774824,2,302.54,85393.84,24.56,255,21362,77,84,1
-55.45997799,-2.334764176,5,22.4,140570.8,28.74,586,26651,50,68,7
-49.40188699,-1.101480176,6,11.9,10718.21,15.28,418,23709,14,70,1
-50.81016399,-9.509477176,5,232.1,95445.76,13.96,335,11462,7,28,7
-53.71004799,-7.517890176,2,279.57,186834.59,22.74,657,24785,79,68,1
-55.05999399,-4.643005176,13,228.38,179544.91,17.33,655,25027,77,81,1
-55.55164099,-1.759787176,5,97.36,190802.3,14.34,616,27370,72,21,7
-53.82670999,-8.601180176,2,287.55,115338.5,24.64,687,24979,81,70,1
-57.85988199,0.498455824,1,213.89,40752.39,27.46,483,26993,78,85,1
-51.28514499,-9.684470176,16,500.83,623413.62,8.97,683,23690,76,75,1
-56.13495099,-0.159851176,2,291.23,263680.91,14.39,498,27412,77,85,1
-56.35160899,-8.334524176,38,543.03,81898.54,10.29,479,15611,51,43,1
-52.40176699,-8.434520176,16,300.14,37951.6,15.85,699,24887,77,74,1
-55.28498499,2.281717824,2,424.08,19455.84,14.59,655,22085,74,83,1
-56.46827099,1.281757824,6,311.71,134975.8,13.53,525,26729,63,74,1
-54.51001599,-7.834544176,13,266.73,105248.1,13.8,365,23860,79,59,1
-55.62663799,-3.976365176,5,15.63,90362.73,31.97,644,26476,62,40,1
-56.85992199,-7.592887176,2,321.43,145755.59,17.03,570,24526,80,83,1
-58.20153499,-6.851250176,2,295.03,97942.57,5.44,590,25543,76,80,1
-54.26835899,-7.867876176,13,360.22,109237.9,14.12,682,25095,73,72,1
-57.17657599,1.948397824,2,275.33,31753.88,12.48,639,24850,76,82,1
-52.43509899,-4.867996176,16,241.63,230203,19.61,122,25987,60,61,1
-50.79349799,-1.734788176,6,20.07,1605.29,22.21,637,24721,72,75,1
-55.26831899,-0.059855176,2,425.48,445641.5,9.86,496,25034,77,87,1
-54.34335599,0.215133824,2,320.71,103421.2,15.42,686,25465,77,91,1
-54.48501699,-9.184490176,38,465.67,277415.41,9.58,256,24528,38,22,1
-53.61005199,1.123430824,2,285.72,77321.2,16.28,566,23922,37,79,1
-52.86008199,-6.901248176,2,328.67,156025.91,16.94,635,24401,67,71,1
-49.84353599,-0.659831176,6,18.41,9247.13,16.53,240,24785,74,81,1
-52.96007799,-4.334684176,16,203.62,57719.95,8.1,229,24490,64,87,1
-56.72659399,-7.392895176,2,295.58,19298.16,17.11,650,25758,25,72,1
-52.51842899,-6.617926176,2,384.96,440981.59,13.42,657,22763,16,59,1
-47.46863099,-3.784706176,18,110.16,163797.3,24.56,657,24884,43,84,1
-49.78520499,-8.251194176,22,208.8,95264.64,15.42,280,21527,11,21,1
-55.38498099,-1.101480176,2,198.39,278414.09,24.3,612,26173,81,82,1
-54.36002199,-6.267940176,16,311.71,327652,8.91,70,23678,76,83,1
-50.01019599,-1.968112176,28,20.68,17419.71,17.28,431,21430,28,65,1
-55.76829899,-8.826171176,39,384.06,40417.43,21.43,203,24506,83,53,1
-56.54326799,-0.101520176,2,195.51,120799,18.89,472,26292,83,84,1
-54.90999999,-3.251394176,28,143.61,299853,14.09,337,23080,64,79,1
-53.36839499,-4.209689176,16,180.35,39307.34,26.27,129,25887,63,78,1
-55.05999399,-8.742841176,36,472.77,299228.5,20.45,674,25060,68,82,1
-55.77663199,-0.301512176,2,299.54,147895.3,17.6,234,24786,82,93,1
-56.61826499,-1.118146176,2,100.91,210682.91,11.05,165,26761,71,84,1
-54.55168099,-1.301472176,2,241.81,177702.8,22.03,531,24970,69,80,1
-56.85158899,-7.067908176,2,233.21,121771.1,13.03,363,25243,78,82,1
-54.98499699,0.073472824,2,492.43,139751.91,9.65,178,24350,78,88,1
-57.49322999,-0.118186176,2,174.01,104666.3,20.71,532,27028,80,84,1
-57.68488899,1.456750824,2,278.79,120573.4,16.4,630,22650,63,86,1
-49.95186499,-7.001244176,5,278.84,128942.4,10.78,223,14937,15,17,7
-55.64330399,-7.359563176,16,422.66,73875.22,14.72,606,21266,25,85,1
-54.56001399,-7.776213176,13,285.17,26666.61,14.09,572,25150,68,68,1
-51.29347799,-0.784826176,6,14.8,23967.75,14.7,647,26161,73,53,1
-51.65179699,-5.384642176,2,184.87,107646.4,15.27,603,24763,64,72,1
-49.06856699,-5.367976176,5,111.28,46023.54,21.22,248,21556,25,8,6
-53.96837099,-5.551302176,16,236.14,23747.2,20.9,550,24226,54,76,1
-51.92678599,-8.826171176,3,439.01,1145222,10.59,153,13467,39,86,1
-55.26831899,2.231719824,2,400.77,152699,8.21,377,26594,74,31,1
-51.59346599,-8.834504176,16,343.7,93531.06,22.66,479,23721,63,19,1
-48.54358799,-5.592967176,5,173.6,58423.73,11.73,75,15014,14,27,7
-52.38510099,-8.717842176,13,291.18,1045331,13.58,587,24559,75,85,1
-54.86000199,-5.942953176,16,250.85,215620.59,10.94,104,21094,79,86,1
-55.04332799,-4.684670176,13,206.24,30354.49,20.08,163,24935,79,74,1
-55.88496099,-2.443093176,28,70.28,87768.85,16.5,554,23376,79,78,1
-58.14320399,-0.759827176,2,136.72,96992.07,17.15,152,25608,75,88,1
-55.81829699,-7.226235176,13,248.43,148331.59,19.66,673,25508,78,71,1
-53.49338999,-5.792959176,2,245.24,930348.5,18.71,644,25694,63,80,1
-57.05991399,-4.468012176,2,102.96,167241.5,20.83,412,26493,61,81,1
-57.96821099,-0.018190176,2,338.55,204635.3,11.61,204,27316,76,86,1
-51.93511899,-1.801452176,28,53.04,53658.82,13.23,644,21681,43,90,1
-48.01027599,-1.168144176,5,44.84,37378.44,11.84,449,24097,16,22,7
-54.86833499,-8.226195176,13,327.68,952754,14.8,721,24722,79,75,1
-55.40997999,-0.526503176,2,311.71,95982.02,22.72,355,21727,74,89,1
-56.77659199,-1.568128176,28,171.84,469203.69,15.03,512,27030,78,97,1
-52.41009999,-2.468092176,2,51.04,59810.05,27.53,591,25001,67,54,1
-57.26823899,-4.768000176,2,157.9,87340.73,10.6,509,25207,82,86,1
-49.01023599,-4.851330176,5,163.44,56555.88,11.9,117,12844,19,18,7
-58.84317599,1.081765824,10,506.6,324063.31,12.78,285,21735,68,86,1
-54.54334799,1.215093824,2,374.97,341635.81,11.86,117,22231,64,78,1
-54.81833699,-4.009697176,5,178.78,336934,7.86,570,24824,61,24,6
-51.00182299,-0.418174176,6,20.72,8678.12,22.79,244,25231,63,79,1
-47.46029799,-3.959699176,16,205.1,101421.7,10.63,446,25119,51,86,1
-57.46823099,0.598451824,2,283.01,281947.31,13.56,171,27851,76,81,1
-49.19356199,-0.159851176,17,17.31,59184.84,7.06,793,27471,73,11,1
-57.36823499,-7.226235176,2,189.89,188293.3,18.37,647,26213,81,89,1
-51.75179299,-3.934700176,1,135.57,83741.25,27.49,263,21938,56,87,1
-51.11848499,-6.884582176,5,393.84,775790.38,30.35,607,23299,17,68,7
-55.00166299,-0.609833176,2,447.1,208346.8,13.5,398,26342,83,84,1
-56.60993199,-4.593007176,2,150.02,336471.59,14.59,488,21741,63,80,1
-56.04328799,-0.868156176,2,109.61,52040.21,22.28,598,23852,70,86,1
-47.69362199,-1.534796176,5,40.13,71464.03,14.05,126,14870,30,23,7
-48.81024399,-6.501264176,5,174.61,15074.72,21.61,167,16538,31,30,7
-51.62679799,-2.626419176,28,69.4,14961.33,15.29,530,20647,75,78,1
-53.98503699,-8.476185176,13,341.44,117537.7,14.1,685,23537,82,80,1
-53.38506099,-1.909781176,11,5.54,2664.15,18.08,624,24382,58,12,1
-54.27669199,0.081805824,2,302.37,35541.73,18.96,670,26318,80,79,1
-50.73516699,-4.093027176,2,119.95,133693.41,26.59,88,25643,73,78,1
-47.60195899,-2.843077176,18,54.81,209568.8,22.38,656,22364,9,17,1
-58.46819099,-0.668164176,2,108.35,39835.6,30.88,469,27619,66,84,1
-56.55160099,-8.592847176,39,385.98,93121.03,17.19,531,25271,78,82,1
-54.66834299,-0.393175176,2,351.41,141578.5,26.7,501,25775,62,79,1
-50.19352199,-7.251234176,5,293.59,110801.7,18.81,267,16210,19,13,7
-49.10189899,-1.984778176,18,25.57,27964.5,15.86,644,24560,66,83,1
-49.37688799,-0.418174176,11,3.77,3980.24,20.16,218,16128,15,7,1
-55.20998799,-1.009817176,2,278.38,111510.6,15.74,628,26437,81,81,1
-56.89325399,0.315129824,2,185.7,71715.66,29.51,241,27521,83,81,1
-57.40156699,-6.901248176,2,108.1,49510.11,29.64,501,24977,78,86,1
-57.65155699,1.590078824,2,261.78,90797.99,22.88,584,25293,79,74,1
-51.32680999,-8.351190176,5,304.49,45223.3,19.89,102,17471,26,45,7
-53.13507099,-1.626459176,25,19.17,110782.8,24.94,675,25504,76,20,1
-49.82686999,-1.718122176,22,5.92,7642.17,20.52,284,10978,10,70,1
-52.65175699,-5.142985176,16,206.11,50790.61,12.81,226,25654,75,81,1
-55.62663799,-7.967872176,16,288.32,76630.39,16.96,730,24793,79,80,1
-55.20165499,-5.726295176,16,250.27,58643.98,21.02,630,24012,79,88,1
-51.71846099,-8.067868176,16,554.74,271159,20.07,719,24471,75,85,1
-48.41859299,-4.792999176,2,312.58,202359.2,11.46,612,25066,72,63,1
-56.44327199,-8.142865176,39,410.76,131165.5,18.18,294,25033,79,88,1
-56.35994199,-4.634672176,2,101.92,374791.19,25.47,530,26174,80,69,1
-56.88492099,-4.284686176,28,104.84,204715.8,26.96,248,25101,78,93,1
-47.43529899,-1.051482176,24,26.54,44620.72,22.59,265,17461,39,17,1
-49.26855899,-4.568008176,5,72.11,159938.7,33.75,264,17689,26,20,7
-51.44347199,-6.542929176,5,240.2,138887.09,18.25,59,14672,28,18,7
-55.87662799,-1.643125176,5,54.85,290190.31,21.79,286,18567,74,19,7
-53.81004399,-8.284526176,2,318.34,235925.2,25.62,396,24283,78,79,1
-56.31827699,0.440124824,2,227.68,44964.05,23.13,87,26227,78,85,1
-52.71842099,-4.034696176,16,167.57,71969.73,11.72,342,24315,70,25,1
-53.46839099,1.106764824,1,230.07,87571.55,27.08,378,25147,62,76,1
-55.57663999,-5.801292176,16,226.43,80809.86,20.77,609,26061,77,76,1
-48.81024399,-5.542969176,5,134.34,81799.58,11.15,275,17628,56,19,7
-51.71846099,-3.134732176,5,29.12,184566.5,29.3,37,16118,31,18,7
-52.53509499,-8.134532176,16,250.52,117617.6,27.98,584,24376,79,79,1
-52.91841299,-2.709749176,2,137.71,21992.17,18.25,148,22261,64,88,1
-56.39327399,0.556786824,2,316.18,483022,10.66,553,26363,81,81,1
-51.33514299,-3.151398176,25,101.74,27170.42,10.79,52,21735,60,78,1
-57.70988799,-6.384602176,2,133.97,50434.7,14.69,316,25073,78,80,1
-55.55164099,-2.226435176,5,1.73,11432.11,29.06,91,7333,26,49,1
-56.80992399,-9.101160176,22,207.02,158392.09,26.58,503,24426,73,31,1
-57.66822299,-7.434560176,7,212.85,236615.3,16.19,612,25731,65,82,1
-51.98511699,-4.443013176,16,228.79,130941.2,25.84,643,23702,58,66,1
-49.80187099,-4.867996176,2,170.11,73177.21,15.32,667,24736,66,55,1
-55.20165499,-4.976325176,13,269.75,179675.7,19.99,450,21623,78,83,1
-48.75191299,-2.859743176,18,69.5,17494.02,8.91,642,21885,68,70,1
-54.79333799,-9.276153176,2,559.57,213482.8,14.67,587,23470,54,32,1
-55.68496899,-7.059575176,16,232.31,137626.3,25.44,648,24340,79,76,1
-55.43497899,-2.459759176,28,85.01,8646.3,9.22,214,26802,61,24,1
-54.41835299,-8.001204176,2,331.81,104149,20.05,726,23905,77,91,1
-51.69346199,-5.526303176,2,189.73,128575,18.77,270,25534,60,66,1
-52.19344199,-8.576181176,16,283.06,134373,19.33,726,24143,75,76,1
-56.07661999,-4.143025176,5,27.72,67038.35,23.23,367,26789,71,25,6
-54.45168499,-0.243181176,2,394.31,40787.85,18.26,354,24187,79,82,1
-57.14324399,-8.634512176,7,229.75,97657.43,19.27,128,25321,80,78,1
-49.09356599,-1.459799176,24,2.27,46930.28,21.42,459,24752,49,81,1
-50.03519499,-4.109693176,2,125.89,109665.7,23.4,121,23867,55,53,1
-56.41827299,-3.768040176,28,103.83,46392.23,13.5,319,24154,77,74,1
-50.54350799,-6.659591176,5,289.52,46461.21,23.76,621,24284,52,80,7
-57.83488299,-5.884622176,2,165.39,238779.59,16.37,580,25723,79,83,1
-55.23498699,1.615077824,1,357.14,54250.64,21.48,669,27252,71,75,1
-51.21014799,-7.026243176,2,271.35,83739.76,23.97,699,21476,71,78,1
-53.55172099,-7.492891176,16,250.52,45356.21,22.03,653,25047,65,36,1
-50.79349799,-8.359523176,16,501.26,764686.12,15.44,370,20737,14,29,1
-50.29351799,-6.542929176,5,282.74,114512.4,15.5,462,17550,13,22,7
-49.86853499,-0.234848176,12,7.75,2872.39,14.02,353,16370,18,34,1
-55.11832499,1.515081824,2,359.51,233577.41,25.86,40,25275,74,86,1
-55.44331199,-1.718122176,5,47.58,18002.15,22.39,617,27047,51,20,7
-54.16002999,-3.101400176,28,167.41,209696.2,16.77,491,24938,83,72,1
-47.81028399,-1.259807176,5,37.5,24388.61,8.86,252,18546,25,23,7
-53.91003999,-2.976405176,28,165.43,416992.19,18.57,386,22547,77,100,1
-55.51830899,-0.768160176,2,295.96,30266.46,14.97,596,26329,83,81,1
-57.96821099,-0.759827176,2,93.17,105684.2,21.15,451,27697,74,84,1
-50.47684399,-2.776413176,5,41.53,145568.8,26.01,326,18531,46,83,7
-49.78520499,-5.526303176,5,170.03,50145.27,15.61,242,18909,59,82,7
-54.87666799,1.915065824,2,345.46,21972.88,14.17,724,23246,78,85,1
-52.61009199,-7.476225176,2,331.49,185778.7,15.75,697,24816,76,57,1
-54.63501099,-7.209569176,2,260.28,173929.59,10.62,638,25550,80,78,1
-56.15994999,-8.767840176,7,292.61,268684.59,22.94,635,24745,81,89,1
-53.02674199,-4.776333176,16,223.48,26866.46,12.76,654,24670,77,87,1
-53.59338599,1.181761824,1,257.5,55626.32,22.37,71,21048,80,69,1
-48.53525499,-2.076441176,18,29.17,80538.73,17.02,635,21223,73,84,1
-55.25998599,0.931771824,2,350,39894.48,17.21,597,24260,77,85,1
-49.90186699,-4.609673176,2,128.66,135545.2,11.23,273,22637,68,58,1
-53.15173699,-3.384722176,2,163.48,105741.6,18.18,358,26218,10,71,1
-54.86000199,-3.701376176,28,196.39,76813.95,23.38,465,24009,61,81,1
-57.74321999,-6.617926176,7,154.52,214054.5,15.3,564,25497,65,82,1
-50.82682999,-7.659551176,7,493.33,282593.19,7.56,374,22298,59,76,1
-49.66020999,-1.643125176,28,14.87,2260.29,21.4,330,21649,28,66,1
-53.29339799,-8.709509176,16,326.19,88680.59,16.38,36,24668,78,59,1
-52.55176099,-3.693043176,25,132.61,208077,25.32,639,24293,15,21,1
-49.94353199,-4.876329176,2,150.17,64436.75,17.97,378,22964,65,73,1
-54.45168499,0.223466824,2,353.3,1025691,10.94,383,24224,60,87,1
-53.07673999,-4.817998176,16,224.51,142164.91,21.76,642,22454,77,86,1
-51.62679799,-8.692843176,16,471.06,542252.62,20.21,195,23842,55,82,1
-54.08503299,-1.468132176,5,138.19,286503.41,11.48,612,25940,20,17,7
-51.10181899,-7.976205176,7,268.95,7520.16,26.64,718,24199,76,66,1
-54.90166699,-0.784826176,2,441.85,460267.69,16.97,421,25377,80,87,1
-51.69346199,-4.293019176,1,200.37,97704.07,14.05,621,25864,76,60,1
-51.22681399,-8.309525176,16,302.31,131125.2,22.29,702,23192,62,20,1
-51.58513299,-1.568128176,28,36.53,109376.5,22.13,263,23894,77,71,1
-50.33518299,-6.809585176,5,298.46,196879.09,21.79,259,14984,26,53,7
-54.90999999,-7.142905176,13,262.06,58203.48,15.98,635,25643,81,81,1
-55.67663599,-6.601260176,16,227.33,115444,24.08,636,21593,78,86,1
-50.25185299,-9.709469176,44,183.69,7625.77,25.02,698,23377,77,69,1
-51.22681399,-6.717922176,5,251.84,137368.8,9.01,300,16609,29,12,7
-47.82694999,-2.601420176,5,24.47,285434.31,24.61,667,23139,34,20,1
-53.38506099,-2.001444176,11,6.05,24836.09,15.1,616,26709,63,49,1
-56.43493899,-2.759747176,28,93.32,115073.9,12.7,222,26028,64,82,1
-52.59342599,-8.442853176,6,251.7,83867.25,21.47,600,23321,79,83,1
-49.30189099,-0.551502176,11,3.46,4032.01,11.04,168,14183,11,0,1
-48.50192299,-4.626339176,2,296,443464.81,16.17,616,24766,78,56,1
-56.73492699,1.548413824,2,287.99,65355.4,17.45,254,27468,78,86,1
-55.89329399,-0.193183176,2,358.05,59298.75,9.86,587,21381,79,83,1
-49.21856099,-1.034816176,3,7.1,12182.43,9.86,302,15196,15,36,1
-52.95174499,-2.543089176,11,106.29,394403.81,14.96,155,18845,61,67,1
-50.11019199,-8.601180176,16,191.72,89306.71,17.14,256,12751,11,48,1
-57.25990599,-7.901208176,7,188.23,524508.5,18.17,565,25165,79,90,1
